,Gender,Tinggal_Dengan,Status_Kerja,Biaya,Tgl_Daftar_Kuliah,Alamat,UKM,Organisasi_Kampus,Lama_Kuliah,Fakultas
629,1,0,1,0,0,0,0,1,4,4
630,0,1,0,0,0,0,3,0,2,1
631,1,1,1,2,1,4,3,0,1,1
632,1,1,0,0,1,5,3,0,1,4
633,0,0,1,1,1,1,4,0,6,1
634,1,1,1,2,0,0,0,1,0,3
635,1,1,0,2,0,5,3,1,1,4
636,1,0,1,0,0,3,2,1,1,1
637,1,1,0,1,1,2,2,1,2,2
638,1,0,0,2,1,1,4,1,7,3
639,1,1,0,2,1,5,3,1,2,3
640,1,1,1,0,0,2,2,1,2,2
641,0,0,0,1,0,2,1,1,1,0
642,1,1,0,2,1,0,1,1,1,4
643,1,1,1,2,1,3,3,1,2,2
644,0,1,1,0,0,2,1,0,3,1
645,0,1,0,1,0,4,1,1,1,4
646,1,0,0,2,1,5,0,0,2,4
647,1,0,0,2,0,3,2,0,1,2
648,1,0,0,1,1,4,1,0,7,3
649,1,1,0,2,1,5,1,1,2,3
650,1,1,1,0,0,4,0,0,6,3
651,1,1,0,0,0,4,2,1,6,3
652,1,0,1,2,0,1,1,0,1,4
653,0,0,1,1,1,5,4,1,1,3
654,0,0,0,2,0,5,0,0,4,3
655,0,1,0,1,1,4,1,1,6,1
656,0,1,1,0,1,4,4,0,4,1
657,1,0,1,0,1,3,3,0,5,4
658,0,1,1,0,1,0,0,0,4,1
659,1,0,1,0,0,1,3,1,5,0
660,1,1,0,2,0,5,1,0,4,3
661,0,0,0,0,0,0,4,1,4,1
662,0,1,1,1,0,0,4,1,0,3
663,1,1,1,1,0,5,3,1,5,2
664,1,1,0,0,0,5,0,0,0,1
665,0,1,0,0,0,0,1,1,7,2
666,0,0,0,0,1,1,1,0,5,3
667,0,1,0,1,1,1,3,0,6,2
668,0,1,1,2,1,4,2,0,0,1
669,1,1,1,2,0,5,3,0,5,4
670,0,1,0,1,1,1,0,1,1,1
671,0,1,1,2,0,2,3,0,7,3
672,1,0,1,1,0,5,0,0,6,3
673,0,1,1,0,0,3,0,1,2,2
674,0,1,0,0,0,2,0,0,3,0
675,0,1,1,0,0,3,2,1,4,0
676,0,0,0,0,1,1,2,1,7,3
677,1,1,0,1,0,4,0,0,3,3
678,1,0,1,2,1,2,4,1,1,3
679,0,1,0,2,1,1,1,1,3,0
680,1,0,1,0,1,3,4,0,6,1
681,1,0,1,2,1,1,3,0,4,0
682,0,0,1,1,0,0,4,1,5,2
683,1,0,0,2,0,4,1,1,1,0
684,0,1,0,1,1,4,0,0,4,0
685,1,0,1,0,1,0,1,0,3,4
686,0,1,0,2,0,2,0,0,4,4
687,0,1,1,2,1,2,2,0,7,2
688,0,1,0,1,1,5,3,0,4,4
689,0,0,0,1,0,1,1,1,2,1
690,1,1,1,1,0,4,3,1,5,1
691,0,0,1,2,0,2,2,1,5,2
692,0,0,1,2,0,5,4,0,1,0
693,0,1,1,0,0,1,0,0,7,3
694,0,1,1,1,0,4,3,0,2,1
695,1,0,1,2,0,4,1,0,0,0
696,1,1,0,0,1,3,3,1,2,4
697,1,1,0,2,0,1,1,1,4,3
698,1,0,1,1,0,2,1,0,7,2
699,0,1,0,0,0,0,1,1,7,1
700,1,0,0,1,0,4,1,0,4,2
701,1,1,1,0,0,0,1,1,2,1
702,1,1,0,1,0,3,2,0,5,1
703,1,0,1,0,0,5,2,1,1,2
704,0,1,1,2,0,5,4,1,2,0
705,0,1,1,2,0,0,3,1,2,1
706,1,1,1,1,0,4,0,0,5,3
707,0,1,0,0,0,4,4,1,7,2
708,1,1,0,2,0,0,2,1,0,1
709,1,1,1,0,0,5,1,0,4,3
710,0,0,1,0,1,1,0,0,3,2
711,0,0,0,0,0,1,2,1,3,4
712,1,1,0,2,0,5,3,1,2,0
713,0,0,1,2,0,5,1,0,5,2
714,0,1,1,2,0,2,3,1,0,3
715,0,0,1,1,1,4,0,0,5,0
716,1,0,0,1,0,4,1,1,2,0
717,0,1,1,1,1,4,1,0,1,3
718,0,1,0,1,0,1,1,1,1,1
719,1,1,0,2,1,1,0,1,1,2
720,0,1,0,1,1,1,3,0,2,4
721,1,0,1,1,0,0,2,1,6,3
722,0,1,1,2,1,4,0,0,1,1
723,0,1,0,1,0,4,2,0,2,2
724,0,1,1,0,1,4,0,0,6,2
725,0,1,0,0,0,4,1,1,6,4
726,0,0,1,2,0,5,2,1,3,3
727,0,1,1,1,1,5,2,1,3,1
728,1,0,0,1,0,0,0,0,7,1
729,1,0,0,0,0,2,0,0,3,2
730,0,1,0,1,0,1,0,1,2,2
731,1,1,1,0,0,1,3,1,2,2
732,1,1,0,2,0,1,3,0,4,1
733,0,0,0,0,0,0,1,0,3,0
734,1,1,1,0,0,5,0,0,4,0
735,1,0,0,0,0,4,2,1,3,4
736,1,1,1,1,0,0,0,0,4,1
737,1,1,0,0,0,5,0,1,6,2
738,0,1,0,2,0,1,4,1,4,1
739,0,0,0,2,0,2,3,1,7,4
740,0,1,1,1,0,3,0,1,1,4
741,1,1,1,2,0,3,2,1,7,1
742,0,1,0,2,0,0,3,0,3,3
743,0,0,1,1,1,4,2,1,4,2
744,0,1,0,1,1,0,2,0,5,1
745,0,1,0,0,0,4,1,1,5,2
746,1,0,1,2,1,2,3,0,7,0
747,1,0,0,2,0,0,1,0,7,3
748,0,1,1,2,0,4,1,0,1,4
749,1,0,1,0,0,3,3,0,6,0
750,0,1,1,0,0,4,4,0,7,0
751,0,0,0,1,0,2,1,0,2,1
752,1,1,1,0,0,1,2,1,3,1
753,1,1,0,0,0,0,1,0,3,3
754,0,0,0,1,1,1,0,1,3,4
755,0,0,0,0,1,3,1,1,6,4
756,1,1,1,1,0,4,4,1,2,4
757,0,0,0,2,0,2,2,1,1,3
758,1,0,0,0,0,2,2,0,3,4
759,1,1,0,0,0,1,4,0,3,1
760,0,1,0,0,0,1,0,1,6,0
761,1,0,0,1,0,0,2,1,4,0
762,0,1,1,2,0,2,0,0,4,4
763,0,1,1,0,1,2,0,1,3,1
764,0,1,0,1,1,0,2,1,6,4
765,0,1,1,0,0,4,4,0,5,3
766,1,1,1,0,0,1,4,1,6,4
767,0,0,1,2,0,4,2,1,2,0
768,1,0,1,2,0,3,0,1,4,4
769,1,1,0,2,0,3,0,1,6,1
770,1,1,1,1,1,1,1,1,0,1
771,1,1,0,0,1,2,0,0,0,2
772,0,1,0,2,0,0,0,0,7,3
773,0,0,1,0,0,0,2,0,6,3
774,0,1,1,2,0,3,1,0,2,1
775,0,1,1,1,0,2,2,1,6,2
776,0,0,0,2,0,0,2,0,2,1
777,0,1,0,1,0,4,1,1,3,4
778,1,1,0,0,0,3,4,0,2,2
779,1,0,1,1,0,1,4,0,2,1
780,0,1,1,1,0,4,3,1,5,2
781,1,1,0,2,1,0,3,1,6,4
782,1,1,0,1,0,4,3,0,3,0
783,0,0,1,2,0,2,2,1,6,2
784,0,0,0,0,0,4,1,0,6,2
785,0,1,0,2,1,3,3,1,1,4
786,1,0,0,2,0,1,3,0,2,3
787,0,1,1,2,0,3,1,0,7,1
788,1,1,0,0,1,1,3,0,4,3
789,0,1,1,0,1,2,0,0,6,3
790,1,1,1,2,0,1,0,1,1,0
791,0,1,0,0,0,0,4,0,3,3
792,1,1,1,1,1,1,1,1,2,0
793,1,1,0,0,1,4,0,1,1,0
794,1,1,0,0,0,5,3,1,0,3
795,0,1,1,0,0,1,2,0,3,0
796,1,1,0,1,0,0,2,0,6,4
797,1,1,1,0,1,5,4,1,1,2
798,0,0,0,0,0,4,1,1,5,1
799,1,0,1,0,0,4,1,1,0,3
800,1,1,0,0,0,4,0,1,4,4
801,1,1,0,0,1,3,1,0,6,3
802,0,1,1,2,1,2,1,0,3,2
803,1,1,1,0,0,3,1,0,0,0
804,0,1,1,2,0,2,0,1,3,2
805,1,1,1,1,0,3,1,1,2,3
806,1,1,0,1,0,5,2,1,3,2
807,0,0,1,1,0,5,1,0,4,1
808,1,0,1,2,0,2,4,0,4,3
809,0,1,1,1,0,3,4,1,5,1
810,0,0,0,1,0,5,2,1,1,3
811,0,1,0,0,0,2,0,1,5,1
812,0,1,0,2,0,0,3,1,1,0
813,0,1,1,0,1,0,0,1,1,0
814,0,1,1,0,0,4,3,1,5,4
815,1,1,0,1,0,3,0,0,3,1
816,1,0,0,0,1,1,4,1,7,3
817,1,1,1,1,0,2,4,0,4,1
818,1,1,0,2,0,1,1,0,2,1
819,0,1,0,0,1,3,4,0,2,3
820,0,1,1,1,0,5,0,0,6,1
821,1,1,1,0,1,3,1,0,5,1
822,0,0,0,2,0,4,4,0,0,1
823,1,1,1,1,0,0,4,0,5,0
824,1,0,1,2,0,2,1,1,2,0
825,1,0,0,1,0,2,1,1,2,0
826,0,1,0,1,0,0,3,0,3,3
827,0,1,1,2,0,5,2,0,7,2
828,1,0,1,1,1,5,4,1,1,4
829,1,1,1,1,0,0,3,0,1,0
830,1,1,0,0,0,5,3,1,2,2
831,1,1,0,0,0,1,3,1,6,3
832,0,0,1,0,0,3,0,0,5,3
833,0,0,1,2,0,0,0,0,1,2
834,1,1,1,2,0,4,0,0,3,2
835,0,1,1,2,0,1,0,1,0,0
836,0,1,0,2,1,3,3,1,6,0
837,0,0,0,2,0,3,0,0,0,0
838,1,1,1,2,0,5,1,1,3,3
839,1,1,1,0,1,1,4,0,4,2
840,0,1,0,0,0,2,2,1,4,3
841,0,0,0,2,0,2,0,1,1,4
842,0,1,0,2,0,0,0,0,1,2
843,1,0,1,2,1,4,1,1,6,4
844,0,1,0,2,0,4,4,1,2,4
845,0,1,0,0,0,5,1,1,3,2
846,0,1,1,0,0,3,4,0,3,4
847,0,1,1,1,0,3,4,1,7,0
848,1,1,0,1,0,3,3,0,4,0
849,1,1,1,1,1,4,1,0,7,2
850,1,0,1,0,1,2,4,0,7,4
851,0,1,0,1,1,3,3,1,6,4
852,0,1,0,0,0,2,4,1,1,0
853,1,1,0,2,1,5,3,1,5,2
854,0,1,1,2,0,5,3,0,5,1
855,1,1,1,2,1,0,3,1,5,3
856,0,0,1,1,0,4,4,0,5,0
857,1,0,1,1,1,0,4,0,2,4
858,0,1,0,0,0,5,2,1,3,1
859,1,1,0,1,1,4,3,0,2,2
860,1,1,0,0,0,1,0,0,4,0
861,0,1,0,2,0,3,3,0,4,3
862,1,1,1,1,0,4,4,0,1,1
863,1,1,0,0,0,5,4,0,2,1
864,0,1,1,1,0,3,1,1,2,1
865,0,0,0,2,0,0,0,1,6,4
866,0,1,0,2,0,0,1,0,3,2
867,0,0,0,1,0,0,0,1,2,0
868,0,1,1,0,0,4,2,1,5,1
869,0,1,1,2,0,4,4,0,1,1
870,1,0,1,0,1,0,2,1,3,2
871,0,1,0,1,0,0,4,0,6,2
872,1,1,0,2,0,5,2,0,3,3
873,1,0,0,2,0,5,4,1,6,4
874,0,1,0,1,1,0,1,1,0,4
875,0,1,0,2,1,5,1,0,2,0
876,0,0,1,0,0,0,1,0,0,2
877,1,0,0,0,0,3,0,0,2,3
878,1,1,0,1,0,4,0,0,6,2
879,1,1,0,1,0,3,0,0,3,3
880,0,1,1,2,0,4,0,0,7,4
881,0,1,0,1,0,0,1,0,3,4
882,1,0,1,0,0,0,4,0,2,2
883,1,0,0,2,0,2,2,1,3,4
884,1,1,0,0,1,4,1,0,1,2
885,1,0,1,0,1,1,3,0,1,2
886,0,1,1,2,0,3,0,0,2,2
887,0,0,0,0,0,4,0,1,4,1
888,0,1,1,0,0,0,2,0,4,3
889,0,1,0,1,0,4,1,1,5,2
890,0,1,1,2,1,3,2,0,4,2
891,0,1,1,1,0,3,3,1,6,1
892,1,0,0,2,0,4,4,1,2,4
893,1,0,0,0,1,3,3,1,7,2
894,0,1,0,1,0,3,1,1,7,0
895,0,1,1,2,1,1,3,0,6,4
896,0,1,1,2,0,0,0,0,6,4
897,0,1,0,0,0,4,3,1,3,0
898,0,1,1,2,0,0,2,1,2,4
899,1,1,1,1,0,0,2,1,6,4
900,0,1,1,2,0,5,4,1,5,4
901,0,0,0,1,1,0,0,0,1,1
902,1,1,1,2,0,0,4,1,3,2
903,0,1,0,2,0,2,1,0,3,4
904,0,1,1,2,1,4,0,0,1,4
905,1,1,1,1,0,5,2,1,7,1
906,0,0,1,1,1,4,4,0,7,2
907,1,1,0,1,0,5,0,0,5,3
908,1,1,1,0,1,4,2,0,3,4
909,1,1,0,0,0,4,1,1,6,0
910,1,0,1,2,1,0,3,1,1,3
911,0,0,0,1,1,5,0,0,5,4
912,1,0,1,1,1,3,3,0,5,4
913,0,1,1,1,0,0,4,1,6,0
914,1,1,0,1,0,5,3,1,1,3
915,0,0,1,0,0,5,0,1,7,1
916,1,1,1,2,0,5,4,0,4,2
917,0,1,1,1,0,0,2,0,0,1
918,0,0,1,2,0,1,2,0,4,4
919,1,1,0,1,1,5,0,0,6,3
920,1,1,0,0,1,0,3,1,2,1
921,1,1,0,1,0,1,3,0,5,0
922,0,1,1,0,0,5,3,0,5,1
923,1,0,1,1,1,0,2,0,1,1
924,1,1,0,0,0,3,1,1,3,2
925,1,0,1,1,0,2,1,0,0,3
926,1,1,0,0,1,4,2,1,0,3
927,0,1,0,0,1,1,2,1,3,3
928,1,0,1,1,0,3,2,0,3,0
929,0,0,0,0,1,3,0,0,1,2
930,1,1,1,2,0,0,4,1,3,3
931,0,0,1,2,1,1,2,1,4,1
932,0,1,0,0,1,3,4,1,3,1
933,1,1,1,1,0,5,3,0,6,1
934,0,1,0,2,0,1,0,0,7,4
935,0,1,0,2,0,1,2,0,6,1
936,0,1,1,2,0,5,1,1,5,3
937,1,0,1,0,1,3,0,1,4,3
938,0,1,1,2,0,1,4,1,7,1
939,1,1,0,1,1,5,4,1,4,2
940,0,1,1,1,0,1,3,1,7,2
941,0,1,0,0,0,4,2,1,0,1
942,1,0,1,0,0,1,3,0,3,4
943,1,1,1,0,0,2,0,1,2,3
944,0,0,1,2,1,0,1,0,3,2
945,1,1,1,2,1,4,2,0,7,3
946,1,0,0,1,0,4,1,0,7,3
947,0,1,0,2,0,1,1,1,0,2
948,1,1,0,1,1,3,4,1,3,1
949,1,0,0,2,1,4,2,1,0,1
950,0,1,0,2,0,4,1,0,4,2
951,0,1,1,2,1,1,4,1,3,0
952,0,1,0,1,0,5,2,0,4,1
953,1,0,1,2,0,1,2,1,3,1
954,1,0,1,0,0,1,0,0,0,3
955,1,1,1,1,0,5,4,0,4,1
956,1,1,0,0,0,0,3,0,3,4
957,1,0,0,1,1,2,4,1,2,4
958,1,1,1,2,0,1,0,0,5,1
959,0,1,1,2,1,2,3,1,0,1
960,1,1,0,2,0,2,2,0,2,0
961,0,0,1,1,1,1,2,1,1,0
962,1,1,1,1,0,3,1,1,3,4
963,1,1,0,2,0,1,1,0,4,0
964,1,1,0,2,0,4,0,1,2,1
965,0,0,1,1,0,5,2,0,1,2
966,1,1,0,0,0,0,0,1,0,3
967,0,1,0,1,0,0,2,1,7,0
968,0,1,1,1,1,2,1,0,0,3
969,1,0,1,2,1,0,1,0,6,1
970,0,1,1,1,0,3,2,1,2,2
971,1,0,1,0,1,5,4,1,2,3
972,0,0,1,0,0,2,2,1,1,2
973,1,0,1,1,1,4,1,0,6,0
974,1,1,0,2,1,4,4,1,0,0
975,1,1,1,1,0,5,0,0,1,4
976,1,0,1,2,1,0,1,1,2,2
977,1,0,1,0,0,3,0,1,7,1
978,1,1,1,0,0,5,0,1,1,3
979,1,1,1,1,0,0,1,1,0,4
980,1,1,1,0,0,0,2,0,6,2
981,0,1,1,0,0,3,2,0,0,1
982,1,1,1,0,1,4,4,0,1,0
983,1,0,1,1,1,5,4,0,5,4
984,0,0,0,2,1,4,1,0,4,4
985,1,1,0,1,0,5,4,1,1,2
986,1,1,1,0,0,1,1,0,1,4
987,0,0,1,0,1,0,4,1,2,0
988,1,1,0,0,0,3,0,1,4,3
989,0,0,0,1,0,1,3,0,3,2
990,0,0,1,2,0,2,4,0,1,1
991,1,0,0,0,1,2,2,0,3,0
992,1,0,1,0,0,2,4,0,7,3
993,0,1,0,2,0,5,1,1,3,1
994,0,1,1,2,0,0,4,0,3,1
995,1,0,0,1,0,5,4,1,5,0
996,0,1,0,1,1,1,3,1,2,1
997,0,0,1,0,1,2,2,0,1,4
998,0,1,0,2,1,4,1,1,5,0
999,1,0,1,2,1,2,2,1,7,1
1000,0,1,0,2,0,0,1,0,2,0
1001,0,1,0,0,1,1,1,0,4,0
1002,0,1,0,2,0,5,4,0,6,0
1003,0,1,0,2,1,3,2,0,1,4
1004,1,0,1,1,0,1,4,1,6,1
1005,0,1,1,2,0,4,1,1,0,2
1006,0,0,0,2,0,4,2,1,7,1
1007,0,1,0,1,0,3,2,1,4,4
1008,1,1,1,2,0,3,4,0,1,3
1009,0,1,0,2,0,3,3,1,0,4
1010,0,0,1,0,0,3,1,1,7,2
1011,0,1,1,2,1,3,2,1,0,1
1012,0,0,1,0,0,4,1,1,7,4
1013,0,1,1,1,0,4,3,1,3,1
1014,0,0,1,1,1,5,3,1,0,1
1015,0,0,0,2,0,1,2,1,6,1
1016,1,1,0,0,0,3,2,1,2,0
1017,0,1,1,1,1,3,2,0,0,1
1018,1,1,1,1,0,4,1,1,5,4
1019,0,1,1,0,1,1,2,1,0,1
1020,0,1,1,0,0,0,2,1,1,3
1021,0,1,1,2,0,5,4,1,7,4
1022,1,1,0,2,0,4,3,1,4,0
1023,0,1,0,2,0,1,4,1,1,4
1024,1,1,0,0,1,5,0,0,0,4
1025,0,1,1,0,0,4,1,1,1,4
1026,1,1,0,1,0,2,3,0,5,4
1027,1,1,1,2,1,4,2,0,4,1
1028,0,1,1,0,1,4,4,0,2,1
1029,0,0,1,2,0,5,2,1,2,4
1030,0,1,1,1,0,2,2,0,2,4
1031,0,0,0,2,0,3,4,0,2,4
1032,1,1,1,1,0,4,0,1,0,1
1033,0,0,0,0,0,0,1,0,2,4
1034,1,1,0,0,0,1,0,0,5,3
1035,0,1,0,1,1,4,1,0,4,3
1036,0,1,1,1,0,3,4,1,3,3
1037,1,1,0,0,0,3,2,1,7,3
1038,0,0,1,1,0,5,3,0,1,4
1039,1,0,0,0,0,5,0,1,4,3
1040,1,0,0,2,1,0,4,1,6,1
1041,0,1,1,0,0,4,4,1,4,2
1042,0,0,1,2,1,3,2,0,7,1
1043,1,0,1,2,1,3,0,1,6,1
1044,0,1,0,1,1,0,2,1,2,4
1045,1,1,1,0,0,2,3,0,2,0
1046,1,0,0,2,0,4,0,0,6,0
1047,0,1,1,2,0,2,0,0,4,2
1048,0,0,0,0,0,2,4,0,3,1
1049,0,1,0,0,0,2,1,1,3,4
1050,1,1,0,1,1,0,0,0,0,1
1051,1,1,0,0,0,4,0,1,6,4
1052,0,1,0,0,0,4,3,0,4,4
1053,1,0,0,0,0,1,4,0,3,0
1054,1,1,1,0,1,3,1,1,4,3
1055,1,1,1,1,0,4,3,1,3,3
1056,1,1,1,2,0,1,1,1,5,3
1057,1,0,1,1,0,1,0,1,7,1
1058,0,1,1,0,0,4,4,1,4,3
1059,0,0,1,1,0,3,1,1,2,1
1060,1,0,0,0,0,3,1,1,4,3
1061,1,0,1,2,1,0,0,0,4,0
1062,1,1,0,0,1,4,3,1,1,1
1063,0,1,0,2,1,0,2,0,0,1
1064,1,0,0,1,0,1,3,1,6,0
1065,0,1,1,0,0,3,3,0,6,4
1066,1,1,0,2,1,0,0,0,3,0
1067,0,0,0,1,0,1,4,0,4,2
1068,0,1,0,0,0,4,0,1,1,1
1069,0,0,1,2,1,5,2,1,3,3
1070,0,0,1,2,0,4,2,0,3,3
1071,0,1,0,2,0,5,0,1,4,1
1072,0,1,0,0,0,5,4,1,0,4
1073,0,0,1,2,1,3,0,1,5,4
1074,0,0,1,2,1,5,4,1,6,4
1075,0,1,0,1,0,5,3,1,4,3
1076,0,0,1,0,1,4,4,0,6,3
1077,1,0,0,0,1,4,4,0,7,4
1078,0,1,1,0,0,5,4,1,6,2
1079,0,1,1,2,0,2,1,1,0,0
1080,0,0,0,2,0,5,1,0,5,1
1081,0,1,1,0,0,5,1,0,5,0
1082,1,1,0,0,1,3,1,0,3,3
1083,0,1,1,0,0,3,2,0,6,1
1084,1,0,1,2,0,1,0,0,4,3
1085,0,1,0,2,0,5,2,1,6,2
1086,0,1,1,2,0,1,3,0,7,2
1087,0,1,0,1,0,3,4,1,3,0
1088,0,1,0,1,1,5,2,1,7,1
1089,0,0,1,0,0,4,2,1,6,2
1090,1,1,1,1,0,3,1,1,3,0
1091,1,1,1,2,1,4,1,1,6,1
1092,0,0,1,2,1,5,3,0,4,0
1093,1,1,1,1,0,4,2,1,2,3
1094,0,1,0,1,0,0,0,1,4,0
1095,0,1,1,1,1,5,1,0,5,3
1096,0,1,0,1,1,0,1,0,6,4
1097,0,1,1,2,0,4,4,0,7,0
1098,1,0,1,1,1,2,2,0,7,4
1099,0,1,0,1,0,5,3,0,3,3
1100,0,1,1,2,1,4,3,0,0,2
1101,1,1,0,2,1,3,2,0,7,4
1102,1,0,1,1,0,0,3,0,7,0
1103,0,0,1,1,0,5,4,1,2,3
1104,0,0,1,0,1,1,0,0,7,2
1105,1,0,0,1,0,3,3,1,7,4
1106,0,1,1,0,1,2,1,1,2,0
1107,1,1,1,2,0,5,4,1,1,0
1108,0,0,1,2,0,0,1,1,6,3
1109,0,0,1,0,0,1,0,1,2,2
1110,1,1,1,0,0,0,3,1,4,0
1111,1,0,0,1,0,1,1,1,5,3
1112,0,1,0,1,0,0,2,0,0,2
1113,1,0,1,2,0,0,2,1,2,3
1114,0,1,1,0,0,3,4,0,7,2
1115,1,1,1,1,0,5,0,1,3,2
1116,1,0,1,2,0,3,3,0,7,1
1117,1,1,1,2,1,0,4,1,3,2
1118,1,1,0,0,0,1,3,0,0,1
1119,0,1,0,1,1,0,2,0,3,1
1120,0,1,1,1,1,0,2,0,1,1
1121,0,1,1,2,0,3,2,0,0,3
1122,0,1,0,2,0,0,0,0,1,4
1123,1,1,1,1,0,4,2,1,4,4
1124,0,0,0,1,0,4,3,1,7,1
1125,0,1,0,1,0,3,0,0,0,0
1126,1,1,0,0,1,1,1,0,5,2
1127,1,1,0,2,1,4,2,0,2,0
1128,1,1,1,2,0,0,0,0,0,3
1129,0,1,1,1,0,1,2,0,0,3
1130,0,1,1,0,1,1,0,1,7,4
1131,0,1,1,0,0,4,4,1,3,4
1132,0,1,1,0,0,5,0,1,6,3
1133,1,0,0,0,0,3,2,0,2,3
1134,0,1,0,1,0,1,1,1,3,0
1135,0,1,1,0,0,0,4,0,7,0
1136,1,1,0,1,0,0,1,1,5,4
1137,1,1,0,2,0,0,3,1,0,4
1138,1,0,0,1,1,4,0,0,5,2
1139,0,1,0,2,0,4,2,0,6,2
1140,1,0,0,0,0,5,3,0,2,1
1141,1,1,0,1,0,2,2,0,4,1
1142,1,1,1,0,0,0,2,0,3,4
1143,1,1,0,0,0,2,2,1,4,1
1144,0,0,0,2,1,4,0,0,7,0
1145,1,1,0,0,0,0,0,1,7,1
1146,1,1,1,2,0,0,2,1,7,3
1147,0,1,0,1,0,4,0,0,2,1
1148,0,1,1,1,1,0,3,0,2,3
1149,1,1,1,0,0,4,3,1,4,3
1150,1,1,0,0,0,1,2,0,5,3
1151,0,1,0,1,0,4,3,0,3,1
1152,0,0,0,0,0,3,3,1,7,2
1153,1,1,0,0,0,1,3,0,1,4
1154,0,1,0,0,0,3,3,0,3,2
1155,1,1,0,0,1,2,1,0,6,1
1156,0,0,1,0,1,4,4,0,5,4
1157,1,0,1,1,1,2,3,1,3,3
1158,1,1,0,2,1,4,0,0,6,0
1159,0,1,1,0,0,4,1,0,7,0
1160,1,0,1,1,0,0,4,1,1,1
1161,1,0,1,2,0,0,1,1,1,2
1162,0,1,1,2,0,0,1,1,3,4
1163,0,1,1,0,0,3,4,1,4,4
1164,1,1,0,0,0,3,2,0,7,0
1165,0,1,1,2,0,2,3,0,1,4
1166,1,1,0,0,1,5,0,1,5,3
1167,0,1,1,1,1,4,3,0,6,3
1168,1,0,1,2,0,4,3,0,3,3
1169,1,1,1,1,1,2,2,1,5,0
1170,0,1,0,0,0,1,0,1,2,0
1171,1,0,0,1,1,4,2,0,7,1
1172,1,0,0,1,0,1,1,1,1,3
1173,0,1,1,2,0,3,0,1,5,0
1174,1,1,1,0,1,1,3,0,1,2
1175,0,0,0,0,0,0,3,1,1,0
1176,1,1,1,1,1,0,1,1,3,1
1177,0,1,0,0,0,2,1,1,4,4
1178,1,1,1,1,0,0,2,0,0,3
1179,0,1,1,1,0,4,3,0,6,1
1180,0,0,0,0,1,3,4,1,5,0
1181,1,1,1,2,1,4,2,1,3,3
1182,0,0,1,2,0,1,2,0,7,0
1183,1,0,1,0,0,3,1,0,6,3
1184,1,1,1,1,1,5,1,1,2,2
1185,1,1,0,2,1,1,2,0,2,1
1186,1,1,0,1,0,1,0,0,6,1
1187,1,1,0,1,0,0,2,1,4,2
1188,1,0,0,2,0,5,0,0,3,2
1189,1,1,0,0,1,1,3,1,7,1
1190,0,0,0,0,0,2,3,1,4,3
1191,0,1,0,2,0,2,2,0,7,4
1192,1,1,1,1,1,4,2,0,6,3
1193,1,0,0,2,0,5,4,0,2,3
1194,1,1,1,1,1,5,1,1,1,0
1195,1,1,0,0,1,1,4,0,1,4
1196,1,0,0,1,0,0,2,1,6,3
1197,0,1,0,2,0,3,4,0,1,0
1198,0,1,1,1,1,2,3,0,2,1
1199,1,0,0,0,0,0,4,1,5,1
1200,1,1,1,2,0,0,2,0,2,3
1201,1,0,1,1,0,0,4,1,7,1
1202,0,0,0,1,0,3,1,1,4,2
1203,1,1,0,0,0,3,4,0,2,3
1204,0,1,1,1,0,3,4,0,4,1
1205,0,1,0,0,1,1,2,0,5,0
1206,1,1,0,0,0,4,3,0,0,4
1207,1,0,0,2,0,3,1,0,1,3
1208,0,1,1,2,0,5,3,1,2,0
1209,1,1,0,1,0,5,4,1,0,0
1210,0,1,0,1,1,3,0,1,2,1
1211,0,1,0,2,0,0,0,1,5,0
1212,1,0,1,2,0,3,0,1,1,1
1213,0,0,0,0,0,5,4,0,1,2
1214,1,0,1,2,0,3,3,1,3,2
1215,1,0,1,2,1,0,3,1,4,0
1216,1,0,1,2,0,1,2,1,6,0
1217,0,1,1,2,1,5,3,1,5,2
1218,1,0,1,1,1,1,2,1,2,2
1219,1,1,1,0,0,1,2,0,3,4
1220,0,1,0,0,0,1,3,0,3,4
1221,0,1,1,1,1,3,4,1,4,0
1222,0,1,1,0,1,2,4,1,5,2
1223,1,1,0,0,0,1,3,1,7,4
1224,1,1,0,0,0,2,0,1,5,4
1225,1,1,1,2,1,1,0,1,5,2
1226,0,1,1,2,1,5,0,1,4,4
1227,0,1,1,0,0,3,4,1,2,3
1228,1,1,1,2,0,4,2,0,6,1
1229,1,1,1,1,0,2,4,0,1,4
1230,1,0,0,1,0,1,4,0,3,3
1231,1,0,1,0,0,3,4,0,6,3
1232,0,1,0,0,1,2,1,1,4,1
1233,0,1,1,1,0,2,0,1,7,3
1234,1,1,1,2,0,1,2,1,7,1
1235,1,1,0,0,1,5,3,0,1,1
1236,1,0,0,2,0,2,4,0,7,2
1237,0,1,0,1,1,3,1,0,6,1
1238,0,0,0,1,1,0,2,1,2,1
1239,0,1,0,0,1,0,3,1,5,0
1240,1,0,1,2,0,1,0,1,5,4
1241,1,1,1,0,0,3,4,0,7,2
1242,0,1,1,1,0,0,0,1,3,1
1243,1,0,1,0,0,5,0,0,1,3
1244,0,1,1,0,0,4,1,1,1,1
1245,0,1,0,2,0,5,3,0,4,4
1246,1,1,1,0,0,0,0,0,0,4
1247,0,1,1,2,0,4,2,0,5,4
1248,1,0,0,0,1,0,2,0,6,1
1249,0,0,1,2,1,1,0,1,1,2
