Date,TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureAvgInches,SeaLevelPressureLowInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches,Events
9/4/2016,93,84,75,75,73,71,94,-,52,30.04,29.96,29.89,10,9,6,13,3,19,0.01,"Rain , Thunderstorm"
9/5/2016,94,84,73,77,74,72,94,77,59,30.08,30.01,29.96,10,10,9,14,5,19,T,"Rain , Thunderstorm"
9/6/2016,95,86,77,78,76,75,97,79,60,30.14,30.07,30.02,10,10,5,17,6,25,0.01,"Rain , Thunderstorm"
9/7/2016,96,87,78,77,76,73,97,75,52,30.16,30.08,29.98,10,10,8,13,6,20,0, 
9/8/2016,95,86,77,76,73,69,91,70,49,30.06,29.99,29.89,10,10,10,12,-,20,0, 
9/9/2016,95,86,77,75,73,71,94,72,49,30,29.93,29.86,10,10,10,13,na,20,0, 
9/10/2016,93,82,71,75,71,64,94,68,41,30.18,30.06,29.94,10,9,2,18,na,31,0.05,Rain
9/11/2016,93,81,69,68,66,64,84,64,44,30.17,30.08,29.98,10,10,10,7,2,10,0, 
9/12/2016,93,82,70,73,69,67,93,70,47,30,29.94,29.86,10,10,10,10,3,15,0, 
9/13/2016,94,84,74,75,72,69,100,73,46,30.03,29.96,29.89,10,10,6,9,3,15,T,Rain
9/14/2016,92,84,76,76,71,69,82,66,49,30.07,30.02,29.95,10,10,9,14,3,18,T,Rain
9/15/2016,94,83,72,74,71,69,93,70,46,30.04,29.97,29.9,10,10,3,12,-,17,0, 
9/16/2016,95,85,75,74,71,68,94,69,44,30,29.92,29.84,10,10,10,9,2,12,0, 
9/17/2016,96,85,75,75,72,70,90,67,46,30,29.94,29.9,10,10,10,7,1,-,0, 
9/18/2016,98,87,75,75,73,71,94,70,45,29.99,29.93,29.89,10,10,10,8,2,12,0, 
9/19/2016,99,88,76,75,73,71,94,68,42,30.02,29.97,29.93,10,10,10,10,3,16,0, 
9/20/2016,99,87,75,75,71,65,94,66,38,30.08,30.01,29.94,10,10,10,10,3,17,0, 
9/21/2016,96,86,75,75,69,61,91,62,33,30.08,29.99,29.94,10,10,7,10,2,13,0, 
9/22/2016,94,82,70,74,69,65,84,64,44,30,29.95,29.88,10,10,10,14,5,18,0, 
9/23/2016,93,85,76,77,74,72,94,73,52,30.03,29.96,29.88,10,9,2,14,5,20,0.03,Rain
9/24/2016,97,87,77,76,74,72,94,72,49,30.03,29.95,29.87,10,10,4,15,5,23,0.01,"Rain , Thunderstorm"
9/25/2016,88,79,70,76,73,69,100,83,65,30.05,29.98,29.92,10,9,0,13,4,21,0.76,"Fog , Rain , Thunderstorm"
9/26/2016,73,70,67,72,69,62,100,89,78,30.14,30.08,30.02,10,7,1,13,6,20,1.22,Rain
9/27/2016,80,74,67,64,62,61,87,71,54,30.12,30.07,30.01,10,10,10,9,3,13,0, 
9/28/2016,89,77,65,65,60,52,93,61,29,30.09,30.04,30.01,10,10,10,8,1,11,0, 
9/29/2016,86,75,63,62,55,50,87,61,34,30.21,30.15,30.08,10,10,10,12,5,21,0, 
9/30/2016,83,72,60,55,52,50,73,54,34,30.22,30.14,30.06,10,10,10,8,2,12,0, 
10/1/2016,80,70,59,61,56,53,87,65,42,30.11,30.06,30.01,10,10,10,7,1,13,T, 
10/2/2016,85,72,58,60,58,53,93,65,37,30.07,30.02,29.96,10,10,10,8,2,11,0, 
10/3/2016,87,75,62,64,61,59,90,66,42,29.98,29.91,29.82,10,10,9,10,3,14,0, 
10/4/2016,91,81,70,72,69,65,90,69,47,29.86,29.8,29.72,10,10,8,12,5,20,0, 
10/5/2016,92,84,75,74,72,68,94,72,49,29.95,29.87,29.81,10,10,10,13,5,21,0, 
10/6/2016,92,84,76,74,72,68,94,71,47,29.97,29.91,29.83,10,10,10,16,5,23,T, 
10/7/2016,89,76,63,73,69,58,94,74,53,30.17,30.02,29.91,10,10,7,16,5,26,T,Rain
10/8/2016,86,74,61,63,60,57,90,69,48,30.25,30.18,30.12,10,10,10,9,5,16,0, 
10/9/2016,84,71,58,58,47,41,73,49,24,30.29,30.21,30.16,10,10,10,8,4,14,0, 
10/10/2016,84,68,52,52,46,39,83,53,23,30.21,30.16,30.1,10,10,10,7,1,11,0, 
10/11/2016,88,71,53,59,53,48,83,57,30,30.16,30.09,30.02,10,10,10,9,1,13,0, 
10/12/2016,91,76,61,72,65,57,84,66,47,30.11,30.04,29.97,10,10,10,10,3,17,0, 
10/13/2016,89,79,68,73,69,62,94,73,51,30.17,30.09,30.01,10,10,4,12,2,16,0.17,Rain
10/14/2016,87,77,67,71,67,62,100,74,48,30.21,30.1,29.99,10,7,0,14,3,24,T,"Fog , Rain"
10/15/2016,91,81,71,71,70,67,93,70,47,30.09,30.02,29.91,10,10,10,12,4,21,0, 
10/16/2016,94,85,75,72,70,64,87,66,44,30.04,29.94,29.85,10,10,10,14,5,20,0, 
10/17/2016,94,84,74,72,70,63,93,69,44,29.94,29.86,29.74,10,10,10,12,6,23,0, 
10/18/2016,93,84,75,73,71,66,87,67,47,29.91,29.85,29.8,10,10,10,13,6,22,0, 
10/19/2016,92,84,75,74,71,66,94,71,47,30.01,29.93,29.87,10,10,10,12,5,18,0, 
10/20/2016,83,74,65,70,61,44,93,60,26,30.22,30.07,29.93,10,10,10,17,7,29,0, 
10/21/2016,77,65,53,47,45,41,71,50,28,30.31,30.23,30.16,10,10,10,9,3,15,0, 
10/22/2016,80,64,47,48,45,41,86,57,27,30.24,30.17,30.1,10,10,10,9,2,16,0, 
10/23/2016,84,70,55,62,55,47,86,63,39,30.22,30.15,30.11,10,10,10,13,3,19,T,"Rain , Thunderstorm"
10/24/2016,86,77,67,67,64,61,93,71,48,30.25,30.19,30.15,10,10,10,10,4,16,T, 
10/25/2016,86,77,67,66,63,59,100,72,44,30.23,30.16,30.07,10,8,1,10,3,17,0, 
10/26/2016,87,76,64,66,62,60,93,69,44,30.18,30.12,30.04,10,10,10,10,2,14,0, 
10/27/2016,88,76,64,67,62,58,93,68,43,30.23,30.16,30.12,10,10,10,9,3,14,0, 
10/28/2016,86,74,61,64,60,57,90,67,44,30.23,30.16,30.09,10,10,10,12,2,16,0, 
10/29/2016,86,75,64,65,62,58,93,68,42,30.19,30.13,30.06,10,10,8,12,2,21,0, 
10/30/2016,87,76,65,67,63,54,100,67,34,30.18,30.11,30.07,10,10,8,10,2,14,0, 
10/31/2016,86,73,60,69,62,58,100,72,44,30.13,30.05,29.96,10,8,0,12,3,17,0,Fog
11/1/2016,91,81,71,73,71,64,100,72,44,30.04,29.98,29.9,10,9,1,15,5,22,0.33,"Rain , Thunderstorm"
11/2/2016,88,81,73,74,72,69,100,78,55,30.15,30.06,29.99,10,9,5,12,6,17,0.01,Rain
11/3/2016,80,74,68,73,70,66,93,84,74,30.25,30.19,30.11,10,8,0,16,5,25,1.07,"Fog , Rain , Thunderstorm"
11/4/2016,73,71,68,67,66,64,93,89,84,30.3,30.24,30.2,10,9,6,8,4,11,0, 
11/5/2016,72,68,63,68,66,59,100,91,81,30.27,30.22,30.14,10,6,1,7,2,12,0.24,Rain
11/6/2016,76,68,59,67,60,57,93,85,76,30.19,30.13,30.07,10,10,5,12,2,20,0.07,Rain
11/7/2016,71,66,61,69,65,61,100,94,87,30.14,30.09,30.04,10,5,1,7,2,12,0.08,Rain
11/8/2016,69,66,62,66,64,62,100,92,84,30.21,30.16,30.09,10,8,2,10,4,16,0.49,"Rain , Thunderstorm"
11/9/2016,65,63,60,62,61,58,100,94,87,30.29,30.23,30.18,10,6,1,10,6,17,0.17,Rain
11/10/2016,71,64,56,58,55,53,90,72,53,30.34,30.29,30.25,10,10,8,8,3,12,0, 
11/11/2016,74,65,55,60,57,54,100,79,57,30.31,30.25,30.17,10,8,2,8,2,12,T,Rain
11/12/2016,77,67,57,58,57,54,93,72,50,30.28,30.22,30.17,10,8,1,9,4,13,0, 
11/13/2016,76,65,54,58,55,52,93,75,57,30.27,30.18,30.12,10,10,9,7,2,12,0, 
11/14/2016,82,69,56,62,58,55,100,74,48,30.15,30.09,30,10,6,0,9,2,16,0,Fog
11/15/2016,86,73,59,58,55,51,87,60,32,30.11,30.04,30,10,10,10,8,2,14,0, 
11/16/2016,86,71,55,57,52,49,86,58,30,30.03,29.97,29.91,10,10,10,9,3,18,0, 
11/17/2016,82,70,58,66,61,54,100,74,47,29.96,29.9,29.81,10,9,1,15,7,26,0, 
11/18/2016,79,66,52,68,55,31,90,62,34,30.47,30.1,29.9,10,10,10,17,7,29,T,Rain
11/19/2016,63,52,41,33,30,26,67,46,25,30.63,30.54,30.48,10,10,10,13,5,22,0, 
11/20/2016,67,51,35,36,32,27,85,55,24,30.48,30.35,30.21,10,10,10,10,2,15,0, 
11/21/2016,77,61,44,57,48,36,84,64,43,30.19,30.09,29.99,10,10,10,13,5,21,0, 
11/22/2016,76,69,62,69,64,57,97,83,69,29.98,29.94,29.86,10,9,2,13,5,23,0.49,"Rain , Thunderstorm"
11/23/2016,73,62,51,69,54,45,100,71,41,30.21,30.11,29.96,10,9,2,14,3,24,0.13,Rain
11/24/2016,76,61,46,60,52,45,93,70,46,30.26,30.19,30.12,10,10,10,8,1,12,0, 
11/25/2016,66,61,55,60,57,49,97,87,77,30.4,30.32,30.2,10,10,6,10,4,14,0.03,Rain
11/26/2016,70,62,53,56,51,47,83,69,55,30.4,30.31,30.19,10,10,10,7,2,9,0, 
11/27/2016,76,66,56,65,59,51,86,75,64,30.18,29.93,29.68,10,10,10,14,6,26,0, 
11/28/2016,79,65,51,66,49,33,84,53,21,29.65,29.57,29.52,10,10,10,17,6,28,0, 
11/29/2016,79,64,49,48,42,38,80,53,25,29.81,29.67,29.59,10,10,10,8,3,12,0, 
11/30/2016,67,55,42,42,33,26,66,45,24,30.12,30.02,29.84,10,10,10,13,4,20,0, 
12/1/2016,69,53,37,43,34,31,85,56,27,30.16,30.08,30.01,10,10,10,12,3,16,0, 
12/2/2016,64,58,51,57,49,43,90,77,63,30.11,30.05,30.01,10,10,5,10,4,17,0.22,Rain
12/3/2016,52,51,49,50,49,47,100,95,89,30.04,29.97,29.86,10,6,2,12,6,21,1.29,Rain
12/4/2016,53,51,49,49,48,46,93,88,83,30.07,30.01,29.93,10,8,2,13,6,19,0.37,Rain
12/5/2016,52,50,47,50,48,46,100,95,89,30.01,29.85,29.77,10,5,1,10,3,17,0.63,Rain
12/6/2016,58,51,43,48,45,43,100,84,67,30.09,29.94,29.79,10,8,0,17,4,27,0,Fog
12/7/2016,56,48,39,48,45,39,100,86,72,30.26,30.11,30.04,10,7,2,13,3,19,0, 
12/8/2016,52,44,36,44,31,20,83,68,52,30.68,30.49,30.27,10,10,9,21,10,32,0, 
12/9/2016,46,40,33,26,20,16,56,45,34,30.69,30.6,30.52,10,10,10,12,5,18,0, 
12/10/2016,52,44,35,50,37,27,96,75,54,30.51,30.37,30.2,10,8,2,9,3,15,0, 
12/11/2016,67,59,50,61,55,50,100,91,81,30.18,30.04,29.92,10,5,0,14,4,25,0.02,"Fog , Rain"
12/12/2016,67,57,46,52,47,41,93,73,52,30.12,30.02,29.96,10,10,10,10,3,17,0, 
12/13/2016,77,64,50,60,54,46,100,73,46,30.13,30.01,29.93,10,7,1,14,4,22,0, 
12/14/2016,57,50,43,48,43,38,89,78,66,30.31,30.18,30.13,10,10,7,12,4,17,0, 
12/15/2016,54,50,45,43,42,40,92,78,63,30.42,30.31,30.16,10,7,2,12,5,20,0, 
12/16/2016,67,59,51,61,54,41,96,82,68,30.14,29.94,29.81,10,8,2,12,5,21,0, 
12/17/2016,76,55,34,67,59,21,100,80,59,30.19,29.78,29.65,10,6,2,21,6,35,0, 
12/18/2016,37,32,26,18,12,10,58,48,38,30.67,30.49,30.25,10,10,10,21,12,35,0, 
12/19/2016,45,34,23,17,12,8,59,42,24,30.76,30.68,30.6,10,10,10,13,5,21,0, 
12/20/2016,59,47,35,25,20,15,59,40,20,30.59,30.46,30.3,10,10,10,7,2,11,0, 
12/21/2016,71,57,43,40,32,25,55,41,27,30.29,30.2,30.1,10,10,10,12,4,19,0, 
12/22/2016,68,59,50,40,36,33,63,48,32,30.35,30.26,30.18,10,10,9,12,4,19,0, 
12/23/2016,68,60,52,64,54,37,100,74,47,30.22,30.1,30,10,6,0,7,1,10,0.01,"Fog , Rain"
12/24/2016,78,72,65,68,66,64,100,85,69,30.08,30.02,29.96,10,9,5,17,7,28,T, 
12/25/2016,80,74,68,67,65,64,90,74,58,30.01,29.94,29.85,10,10,10,17,9,32,0, 
12/26/2016,84,77,70,70,69,67,93,74,55,30.24,30.11,29.99,10,10,7,12,4,20,T,Rain
12/27/2016,76,69,62,68,58,47,97,72,46,30.27,30.2,30.14,10,10,10,7,1,11,T, 
12/28/2016,83,73,62,67,64,56,93,72,51,30.15,30.08,29.96,10,9,4,12,3,20,0, 
12/29/2016,70,60,49,65,27,16,84,51,18,30.53,30.38,30.08,10,10,10,18,9,30,0, 
12/30/2016,55,52,49,34,23,18,48,38,27,30.51,30.31,30.09,10,10,10,12,4,16,T, 
12/31/2016,77,64,51,61,51,36,90,70,50,30.06,29.9,29.76,10,10,4,10,3,18,T,Rain
1/1/2017,73,63,53,60,52,39,97,74,43,29.93,29.85,29.79,10,8,0,7,2,-,0,Fog
1/2/2017,73,64,52,62,54,44,100,79,38,29.96,29.85,29.75,10,8,1,15,5,25,0.4,"Rain , Thunderstorm"
1/3/2017,75,60,44,44,39,31,80,52,24,30.18,30.04,29.95,10,10,10,12,4,23,0, 
1/4/2017,48,42,37,31,28,24,68,58,48,30.24,30.13,29.97,10,10,10,10,6,17,0, 
1/5/2017,62,49,34,47,35,18,79,64,50,30.12,29.96,29.87,10,10,7,15,4,28,0, 
1/6/2017,34,29,23,18,15,13,60,55,49,30.6,30.31,30.12,10,10,10,17,10,28,0, 
1/7/2017,44,32,19,13,11,6,73,48,22,30.83,30.74,30.61,10,10,10,12,4,21,0, 
1/8/2017,53,37,21,32,18,11,81,50,19,30.78,30.64,30.49,10,10,10,14,4,22,0, 
1/9/2017,71,57,43,55,47,35,89,69,49,30.46,30.3,30.12,10,10,10,15,5,27,0, 
1/10/2017,79,69,59,58,56,53,90,66,42,30.09,30.02,29.96,10,10,10,17,7,35,0, 
1/11/2017,80,70,59,63,60,57,93,72,51,30.03,29.95,29.87,10,10,9,16,8,29,0, 
1/12/2017,81,74,67,65,63,59,87,70,52,30.16,30.04,29.95,10,10,7,14,8,26,0, 
1/13/2017,78,67,56,69,63,51,100,74,48,30.36,30.25,30.15,10,8,0,14,7,24,0.65,"Fog , Rain"
1/14/2017,56,52,47,51,50,46,100,92,83,30.41,30.33,30.27,9,3,1,8,4,13,0.07,Rain
1/15/2017,73,62,51,66,59,50,100,87,73,30.25,30.01,29.84,10,4,1,17,5,29,0.61,"Rain , Thunderstorm"
1/16/2017,70,64,58,61,56,51,97,78,58,30.05,29.97,29.91,10,9,1,9,1,16,0.3,"Rain , Thunderstorm"
1/17/2017,59,54,48,55,48,46,100,86,72,30.19,30.11,30.03,10,7,0,14,6,22,1.57,"Fog , Rain , Thunderstorm"
1/18/2017,56,52,47,52,48,46,100,93,86,30.13,30.09,29.99,10,8,2,9,4,14,0.51,"Rain , Thunderstorm"
1/19/2017,71,62,52,55,52,50,100,79,57,29.99,29.83,29.7,10,10,10,12,3,18,T,Rain
1/20/2017,76,62,47,55,50,46,93,66,38,29.84,29.74,29.65,10,9,5,8,1,11,0, 
1/21/2017,81,65,48,58,51,33,100,62,23,29.63,29.58,29.42,10,7,0,21,6,38,0.02,Fog
1/22/2017,70,62,53,42,34,27,47,38,28,29.99,29.75,29.56,10,10,10,24,11,43,0, 
1/23/2017,76,61,46,39,36,34,65,44,23,30.06,29.94,29.83,10,10,10,10,4,16,0, 
1/24/2017,84,67,50,64,51,36,87,62,37,29.8,29.71,29.61,10,10,10,14,7,25,0, 
1/25/2017,69,59,48,63,36,27,84,53,22,30.17,29.92,29.73,10,10,10,15,7,24,0, 
1/26/2017,59,50,40,30,27,24,64,46,28,30.37,30.27,30.17,10,10,10,10,3,14,0, 
1/27/2017,58,48,38,30,24,21,70,48,26,30.42,30.35,30.29,10,10,10,13,5,19,0, 
1/28/2017,61,50,39,37,31,21,82,52,22,30.43,30.35,30.27,10,10,10,14,6,22,T,Rain
1/29/2017,70,55,40,34,30,28,65,44,22,30.4,30.32,30.28,10,10,10,14,6,22,0, 
1/30/2017,79,63,47,35,30,26,61,38,15,30.29,30.19,30.1,10,10,10,12,5,18,0, 
1/31/2017,78,61,44,50,36,29,67,44,21,30.11,30.03,29.96,10,10,10,13,4,21,0, 
2/1/2017,82,67,51,59,52,45,100,68,35,30.09,29.98,29.89,10,8,2,14,4,20,0, 
2/2/2017,64,55,46,39,35,32,65,52,39,30.31,30.22,30.07,10,10,10,13,7,20,0, 
2/3/2017,53,49,45,37,34,31,61,57,53,30.44,30.37,30.29,10,10,10,13,6,21,T, 
2/4/2017,51,49,47,52,46,36,100,77,54,30.35,30.24,30.13,10,4,1,9,1,12,0.02,Rain
2/5/2017,72,62,51,64,59,51,100,89,78,30.13,30.06,29.98,10,6,0,12,3,19,T,Fog
2/6/2017,78,73,67,67,65,63,93,76,58,30,29.91,29.8,10,9,3,12,5,22,T,Rain
2/7/2017,86,71,56,66,54,36,100,59,17,29.86,29.8,29.73,10,8,2,13,2,22,0, 
2/8/2017,87,69,51,46,41,33,77,49,21,30.19,29.88,29.73,10,10,10,18,5,26,0, 
2/9/2017,68,56,43,37,31,28,54,39,24,30.38,30.28,30.19,10,10,10,10,5,19,0, 
2/10/2017,79,65,51,63,51,36,87,70,52,30.28,30.16,30.03,10,10,7,7,3,22,0, 
2/11/2017,86,76,66,67,64,62,93,71,48,30.05,29.99,29.91,10,8,5,12,6,21,0, 
2/12/2017,79,73,66,66,61,49,93,73,52,30.19,30.09,29.98,10,9,5,14,5,21,0, 
2/13/2017,78,71,63,64,55,42,84,63,42,30.18,30.05,29.86,10,10,10,18,9,28,T, 
2/14/2017,67,57,47,62,47,37,93,80,66,30.11,29.94,29.85,10,8,2,20,9,32,0.86,"Rain , Thunderstorm"
2/15/2017,65,54,43,38,33,27,82,53,24,30.22,30.16,30.12,10,10,10,16,7,24,0, 
2/16/2017,70,55,40,39,36,34,79,54,28,30.2,30.1,30,10,10,10,12,3,15,0, 
2/17/2017,77,64,50,60,50,41,93,67,41,29.98,29.85,29.73,10,10,10,13,6,22,0, 
2/18/2017,86,74,62,64,56,45,90,58,26,29.84,29.78,29.71,10,10,10,12,6,20,0, 
2/19/2017,81,71,61,68,66,59,90,76,62,29.96,29.84,29.77,10,7,2,20,8,37,0.09,"Rain , Thunderstorm"
2/20/2017,70,64,58,59,57,54,100,80,59,30.02,29.95,29.86,10,8,1,21,4,34,1.12,"Rain , Thunderstorm"
2/21/2017,82,67,52,55,43,37,100,61,21,30.03,29.97,29.92,10,10,9,15,6,26,0, 
2/22/2017,87,69,51,49,45,40,71,48,24,29.96,29.86,29.73,10,10,10,10,3,15,0, 
2/23/2017,90,73,55,60,49,42,73,50,26,29.73,29.64,29.52,10,10,10,15,5,25,0, 
2/24/2017,80,67,54,50,35,28,43,31,18,30.02,29.8,29.62,10,10,10,17,6,23,0, 
2/25/2017,63,54,44,33,28,22,58,42,25,30.25,30.13,30.04,10,10,10,13,6,22,0, 
2/26/2017,72,57,42,64,50,33,93,77,60,30.05,29.95,29.87,10,10,9,12,3,18,T, 
2/27/2017,82,74,66,66,65,64,93,76,58,29.98,29.92,29.85,10,8,4,13,6,21,T, 
2/28/2017,80,75,69,68,67,66,90,79,67,29.96,29.89,29.81,10,7,2,14,7,24,0, 
3/1/2017,73,64,54,67,45,23,93,59,24,30.29,30.08,29.86,10,9,7,21,8,29,0, 
3/2/2017,66,58,49,28,22,19,42,30,18,30.48,30.4,30.3,10,10,10,13,5,23,0, 
3/3/2017,71,56,40,38,29,24,70,45,19,30.57,30.48,30.43,10,10,10,14,6,23,0, 
3/4/2017,59,57,54,57,52,39,100,72,44,30.4,30.33,30.24,10,6,2,13,4,18,0.66,Rain
3/5/2017,75,66,57,65,60,57,100,84,68,30.23,30.11,29.99,10,6,1,12,4,19,0.27,Rain
3/6/2017,84,76,68,67,66,64,93,76,58,30.03,29.94,29.81,10,10,10,16,9,29,T,Rain
3/7/2017,77,69,61,67,51,34,93,61,29,30.29,30.12,29.94,10,10,5,17,6,25,T, 
3/8/2017,76,68,60,64,50,33,78,56,34,30.32,30.23,30.16,10,10,10,12,4,17,T, 
3/9/2017,80,74,67,66,64,59,93,79,64,30.19,30.13,30.01,10,10,6,14,5,23,T,"Rain , Thunderstorm"
3/10/2017,83,73,62,65,62,59,93,70,47,30.17,30.11,30.06,10,10,10,12,2,18,T, 
3/11/2017,66,64,61,64,62,59,100,94,87,30.14,30.09,30.01,10,6,1,9,4,15,0.73,Rain
3/12/2017,62,55,47,60,47,43,93,85,77,30.3,30.21,30.09,10,9,4,18,7,31,0.01,Rain
3/13/2017,70,58,48,52,48,46,100,85,44,30.24,30.14,30.06,10,6,2,12,3,18,0.01,Rain
3/14/2017,73,57,40,46,43,41,57,46,35,30.33,30.24,30.13,10,10,10,12,3,18,0, 
3/15/2017,75,62,49,54,49,44,86,64,41,30.34,30.26,30.2,10,9,0,14,6,21,0, 
3/16/2017,79,69,58,63,59,55,100,78,56,30.26,30.19,30.07,10,7,2,14,6,24,0.02, 
3/17/2017,83,74,65,64,62,61,87,69,51,30.18,30.12,30.06,10,10,9,15,8,24,0, 
3/18/2017,84,75,65,66,63,61,93,72,51,30.32,30.23,30.17,10,10,7,10,4,16,0, 
3/19/2017,85,75,65,65,62,59,93,69,44,30.28,30.2,30.12,10,10,9,12,6,21,0, 
3/20/2017,85,75,64,65,60,53,87,63,39,30.19,30.11,30.03,10,10,10,13,7,21,0, 
3/21/2017,85,74,63,63,61,59,93,70,47,30.14,30.06,29.98,10,10,8,13,8,23,0, 
3/22/2017,83,76,68,64,62,58,87,67,47,30.16,30.07,30,10,10,10,14,7,23,0, 
3/23/2017,85,75,65,63,59,43,87,56,24,30.11,30.02,29.91,10,10,10,24,10,38,0, 
3/24/2017,83,72,60,71,63,51,90,68,45,29.97,29.91,29.81,10,8,2,17,6,28,0.05,Rain
3/25/2017,84,69,53,51,46,41,71,48,25,30.09,29.97,29.89,10,10,10,12,4,17,0, 
3/26/2017,86,75,63,66,61,51,93,67,40,29.91,29.84,29.73,10,8,2,18,8,27,0, 
3/27/2017,86,78,70,67,66,65,90,73,55,29.92,29.83,29.78,10,9,4,13,5,20,0, 
3/28/2017,86,78,70,68,66,60,90,67,44,29.87,29.78,29.62,10,8,4,22,10,35,0, 
3/29/2017,84,72,60,68,56,42,100,62,24,29.89,29.76,29.64,10,8,1,15,5,27,0.73,"Rain , Thunderstorm"
3/30/2017,82,68,54,50,46,39,77,50,23,29.93,29.85,29.75,10,10,10,15,4,26,0, 
3/31/2017,86,71,55,59,53,48,80,56,32,29.83,29.76,29.7,10,10,10,18,6,27,0, 
4/1/2017,76,71,65,65,63,59,93,79,64,29.88,29.82,29.77,10,10,10,16,8,26,0, 
4/2/2017,77,67,57,67,61,51,93,74,54,29.85,29.75,29.65,10,7,1,16,6,29,0.71,"Rain , Thunderstorm"
4/3/2017,90,70,49,54,51,47,93,58,23,29.81,29.72,29.65,10,10,10,10,2,17,0, 
4/4/2017,89,75,60,62,55,50,72,52,32,29.75,29.67,29.6,10,10,10,14,5,22,0, 
4/5/2017,75,64,52,43,39,36,63,45,27,30.17,30.04,29.78,10,10,10,21,8,34,0, 
4/6/2017,79,64,49,47,43,40,77,52,27,30.29,30.21,30.16,10,10,10,9,3,15,0, 
4/7/2017,81,67,52,51,48,44,77,55,32,30.25,30.17,30.07,10,10,10,12,4,20,0, 
4/8/2017,82,69,56,62,58,52,93,72,51,30.09,29.99,29.89,10,10,10,15,7,26,0, 
4/9/2017,81,74,66,66,64,61,87,73,58,29.94,29.9,29.82,10,10,10,15,8,26,0, 
4/10/2017,80,76,71,73,69,65,90,82,74,30.05,29.98,29.89,10,8,1,13,7,22,0.1,Rain
4/11/2017,72,67,62,70,65,59,100,94,87,30.2,30.12,30,10,8,1,10,4,18,0.34,"Rain , Thunderstorm"
4/12/2017,78,70,61,65,61,59,97,79,60,30.22,30.16,30.1,10,10,7,10,4,15,0, 
4/13/2017,82,75,67,66,64,58,100,77,54,30.21,30.14,30.04,10,9,5,14,6,23,T,Rain
4/14/2017,84,75,65,64,62,57,93,69,45,30.15,30.07,29.97,10,10,5,12,5,20,0, 
4/15/2017,84,76,67,66,64,63,87,71,54,30.09,30.03,29.96,10,10,9,14,7,25,0, 
4/16/2017,84,77,69,68,66,65,90,73,55,30.06,30.01,29.95,10,10,10,14,6,21,0, 
4/17/2017,80,72,63,67,65,57,90,80,69,30.05,30,29.93,10,10,6,16,5,26,T,"Rain , Thunderstorm"
4/18/2017,82,72,61,65,62,58,90,73,55,30.04,30,29.95,10,10,10,10,4,16,0, 
4/19/2017,85,77,68,66,65,64,87,71,55,30.08,30.02,29.95,10,10,9,14,6,22,T,Rain
4/20/2017,88,79,70,68,67,65,90,73,55,30.07,30,29.91,10,10,10,12,6,20,0, 
4/21/2017,89,80,71,67,66,65,84,66,48,29.98,29.86,29.72,10,10,9,14,7,23,0, 
4/22/2017,73,65,57,67,55,44,86,69,52,30.16,29.99,29.78,10,10,4,14,7,23,0.01,Rain
4/23/2017,77,64,50,44,42,40,71,50,29,30.19,30.1,30,10,10,10,14,5,22,0, 
4/24/2017,82,65,48,54,49,44,86,61,35,30.02,29.87,29.7,10,10,10,14,4,22,0, 
4/25/2017,90,76,62,70,65,54,90,73,55,29.69,29.58,29.46,10,10,10,16,7,26,0, 
4/26/2017,91,77,62,70,57,37,84,51,17,29.76,29.56,29.41,10,10,8,18,8,30,0, 
4/27/2017,86,70,53,64,50,44,84,58,31,29.84,29.72,29.6,10,10,10,15,7,26,0, 
4/28/2017,95,83,70,72,68,63,84,64,43,29.65,29.58,29.5,10,9,7,17,9,26,0, 
4/29/2017,92,79,66,73,66,44,82,64,45,29.8,29.59,29.48,10,7,4,18,9,30,0.01,Thunderstorm
4/30/2017,78,65,52,54,44,35,63,43,22,29.98,29.89,29.81,10,10,7,18,6,33,0.05,"Rain , Thunderstorm"
5/1/2017,91,71,51,56,48,42,77,50,23,29.99,29.93,29.85,10,10,10,14,6,23,0, 
5/2/2017,92,77,62,63,56,47,84,57,30,29.98,29.9,29.82,10,10,10,16,7,25,0, 
5/3/2017,95,80,64,72,66,47,93,66,39,29.97,29.8,29.67,10,9,5,18,8,31,T,Rain
5/4/2017,79,70,60,47,43,39,60,43,25,30.12,30.03,29.95,10,10,10,18,8,34,0, 
5/5/2017,86,71,55,48,42,38,67,44,20,30.11,30.03,29.93,10,10,10,13,4,20,0, 
5/6/2017,91,73,54,53,49,46,77,52,27,30.02,29.95,29.88,10,10,10,12,4,17,0, 
5/7/2017,88,75,61,59,57,56,78,56,34,30,29.94,29.88,10,10,10,15,6,23,0, 
5/8/2017,84,74,64,63,61,58,87,66,45,30.03,29.97,29.92,10,10,10,16,8,23,0, 
5/9/2017,76,71,66,72,68,63,93,86,78,30.02,29.96,29.9,10,9,2,12,6,18,0.04,"Rain , Thunderstorm"
5/10/2017,83,77,71,70,68,66,90,76,62,29.98,29.91,29.86,10,9,7,14,7,23,T, 
5/11/2017,88,80,71,72,70,67,93,73,53,29.96,29.88,29.79,10,7,2,15,3,25,0.22,"Rain , Thunderstorm"
